Youtuber頻道名稱,頻道網址,開始經營時間,總觀看數,總訂閱數,文案,國家位置,其他連結,頻道,所有影片連結
LNG 實況存檔,https://www.youtube.com/@LNGworkshop,,,,,,{},{},"['https://www.youtube.com/watch?v=O-uRg7HDsS4&t=10494s',
'https://www.youtube.com/watch?v=5fo4PC8aIao&t=13204s',
'https://www.youtube.com/watch?v=olFIAEvUF5s']"
